ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Non-Latin Caribbean,  ,2022,In,36,7.623215108,0.046061723,0.000,331,0,-,21.25,20433,2,4342
1,North America,  ,2022,In,36,100,1.162790698,0.000,516,0,-,0.15,332915,6,516
7,The Americas,  ,2022,In,36,50.709836023,0.138115623,0.045,1217853,1083,-,241.91,992752,3317,2401611
6,Anguilla,  ,2022,Out,36,,,,,,-,,18,,
6,French Guiana,  ,2022,Out,36,,,,,,-,,306,,
3,Andean Subregion,  ,2022,In,36,67.516735014,0.924948740,0.100,89565,132,-,92.73,143051,1227,132656
6,Curaçao,  ,2022,Out,36,,,,,,-,,152,,
2,Guatemala,"DEN 1,2,3,4",2022,Out,36,22.100054975,0.366501741,0.147,1206,8,36,29.90,18250,20,5457
6,Trinidad and Tobago,  ,2022,Out,36,7.894736842,0,,3,,36,2.71,1403,0,38
6,Virgin Islands (UK),  ,2022,Out,36,100,9.090909091,,22,,36,57.89,38,2,22
6,Cayman Islands,  ,2022,Out,36,0,0,,0,,32,3.17,63,0,2
2,Costa Rica,"DEN 1,2,3,4",2022,Out,36,5.666800160,0.080096115,0.000,283,0,36,97.18,5139,4,4994
3,Ecuador,  ,2022,Out,36,100,0.714028128,0.108,13865,15,34,77.51,17888,99,13865
6,Haiti,  ,2022,Out,36,0.060313631,0,0.000,2,0,26,28.73,11542,0,3316
2,Mexico,"DEN 1,2,3,4",2022,Out,36,17.180616740,0.578660494,0.030,4602,8,36,20.56,130262,155,26786
2,Panama,"DEN 1,2",2022,Out,36,77.231765700,0.183047029,0.028,5485,2,36,161.48,4398,13,7102
1,Canada,  ,2022,Out,36,,,,0,0,36,,0,0,0
6,Montserrat,  ,2022,Out,36,0,0,,0,,36,80.00,5,0,4
5,Latin Caribbean,  ,2022,In,36,38.228765043,2.196518285,0.374,3272,32,-,34.10,25099,188,8559
3,Bolivia,"DEN 1,2",2022,Out,36,31.181844975,0.373317615,0.069,3174,7,36,86.02,11833,38,10179
6,Guyana,  ,2022,Out,36,100,0,0.000,157,0,16,19.87,790,0,157
3,Peru,"DEN 1,2",2022,Out,36,75.300089169,0.330955484,0.129,43912,75,36,174.81,33359,193,58316
4,Uruguay,  ,2022,Out,36,24.137931034,0,0.000,7,0,20,0.83,3485,0,29
2,Nicaragua,"DEN 1,2,3,4",2022,Out,36,3.174910464,0.021295131,0.000,1640,0,36,770.74,6702,11,51655
6,Saint Lucia,  ,2022,Out,36,100,0,0.000,15,0,36,8.98,167,0,15
6,Saint Barthelemy,  ,2022,Out,36,1.149425287,0,0.000,1,0,27,"1,242.86",7,0,87
1,United States of America,  ,2022,Out,36,100,1.162790698,0.000,516,0,36,0.15,332915,6,516
6,Saint Vincent and the Grenadines,  ,2022,Out,36,100,0,,12,,32,11.88,101,0,12
6,Antigua and Barbuda,  ,2022,Out,36,0,0,0.000,0,0,36,4.04,99,0,4
4,Southern Cone,  ,2022,In,36,52.230703284,0.062969183,0.042,1110653,895,-,734.48,289516,1339,2126437
6,Bahamas,  ,2022,Out,36,,,,,,-,,397,,
4,Brazil,"DEN 1,2,3,4",2022,Out,36,52.314571886,0.062326005,0.042,1109647,895,36,991.20,213993,1322,2121105
6,Grenada,  ,2022,Out,36,100,0,,104,,32,91.23,114,0,104
2,Honduras,"DEN 1,2,4",2022,Out,36,,1.830417227,0.032,,6,36,184.59,10063,340,18575
6,Virgin Islands (US),  ,2022,Out,36,,,,0,0,36,0.00,106,0,0
6,Sint Maarten,  ,2022,Out,36,,,,,,-,,45,,
5,Cuba,"DEN 1,2,3,4",2022,Out,36,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
6,Dominica,  ,2022,Out,36,12.5,0,0.000,2,0,36,21.33,75,0,16
2,El Salvador,"DEN 1,2,3,4",2022,Out,36,0.649214660,0.083769634,0.000,93,0,36,219.74,6519,12,14325
6,Barbados,  ,2022,Out,36,0,,0.000,0,0,21,4.97,302,,15
